DATE,TIME,ADDRESS,MUNICIPALITY,CRIME
8/10/2018,11:02,221 Clinton Av,PLAINFIELD,POSSESSION OF MARIJUANA
8/10/2018,12:24,820 West Front St,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
8/10/2018,13:03,1615 South 2nd St,PLAINFIELD,FRAUD
8/10/2018,13:12,227 East Front St,PLAINFIELD,LARCENY UNDER $50 - SHOPLIFTING
8/10/2018,17:08,600 Park Av,PLAINFIELD,LRCNY BTWN $50 & $200 - SHOPLIFTING
8/10/2018,18:00,123 East 4th St,PLAINFIELD,VICE/PROSTITUTION
8/10/2018,18:08,666 West 7th St,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
8/10/2018,19:24,300 West Front St,PLAINFIELD,SIMPLE ASSAULT
8/10/2018,20:38,Chelsea Blvd && St Nicholas Blvd,PLAINFIELD,POSSESSION OF MARIJUANA
8/10/2018,22:35,927 West 8th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/10/2018,23:22,100 Watchung Av,PLAINFIELD,SIMPLE ASSAULT
8/11/2018,0:33,949 South Av,PLAINFIELD,UNLAWFUL ENTRY - NONRESIDENCE - NIGHT
8/11/2018,1:07,325 West Front St,PLAINFIELD,SIMPLE ASSAULT
8/11/2018,11:39,1227 East Front St,PLAINFIELD,CRIMINAL MISCHIEF
8/11/2018,14:30,213 Grant Av,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM BUILDINGS
8/11/2018,14:41,1186 Park Av,PLAINFIELD,SIMPLE ASSAULT
8/11/2018,16:25,190 Terrill Rd,PLAINFIELD,FRAUD
8/11/2018,17:10,901 South 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/11/2018,17:16,1 Woodbine Av,PLAINFIELD,SIMPLE ASSAULT
8/11/2018,18:47,433 Park Av,PLAINFIELD,LRCNY BTWN $50 & $200 - BICYCLES
8/11/2018,19:36,300 West 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/11/2018,21:08,439 East 6th St,PLAINFIELD,SIMPLE ASSAULT
8/11/2018,21:57,326 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/11/2018,23:03,700 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/11/2018,23:32,1329 Murray Av,PLAINFIELD,FAMILY OFFENSES
8/12/2018,0:32,117 West 7th St,PLAINFIELD,SIMPLE ASSAULT
8/12/2018,0:39,813 East 7th St,PLAINFIELD,DISORDERLY CONDUCT
8/12/2018,0:57,111 West Front St,PLAINFIELD,LARCENY OVER $200 - PICK-POCKET
8/12/2018,1:12,335 East Front St,PLAINFIELD,ROBBERY - STRONG ARM - HIGHWAY
8/12/2018,1:51,315 East 5th St,PLAINFIELD,SIMPLE ASSAULT
8/12/2018,11:12,725 Kensington Av,PLAINFIELD,MISSING ADULT
8/12/2018,11:23,900 Central Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/12/2018,11:50,638 South Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/12/2018,12:19,908 West 7th St,PLAINFIELD,CRIMINAL MISCHIEF
8/12/2018,14:46,668 Essex St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/12/2018,16:24,318 West 7th St,PLAINFIELD,SIMPLE ASSAULT
8/12/2018,17:43,East 2nd St && Roosevelt Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/12/2018,19:02,East Front St && Roosevelt Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/12/2018,20:55,300 Liberty St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/12/2018,22:08,306 Watchung Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/12/2018,23:00,306 Watchung Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/13/2018,1:41,Everett Pl && West Front St,PLAINFIELD,SIMPLE ASSAULT
8/13/2018,3:09,721 Watchung Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/13/2018,8:15,201 West 4th St,PLAINFIELD,CRIMINAL MISCHIEF
8/13/2018,9:22,447 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/13/2018,12:46,949 South Av,PLAINFIELD,STOLEN AUTOMOBILE
8/13/2018,14:09,825 West 7th St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
8/13/2018,15:16,1331 Park Av,PLAINFIELD,SIMPLE ASSAULT
8/13/2018,16:07,102 East Front St,PLAINFIELD,DISORDERLY CONDUCT
8/13/2018,17:32,712 Richmond St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/13/2018,19:37,44 Watchung Av,PLAINFIELD,POSSESSION OF MARIJUANA
8/13/2018,19:47,Plainfield Av && West Front St,PLAINFIELD,SIMPLE ASSAULT
8/13/2018,21:16,949 South Av,PLAINFIELD,FORCIBLE ENTRY - NONRESIDENCE - NIGHT
8/14/2018,0:45,108 Watchung Av,PLAINFIELD,ARSON
8/14/2018,6:43,654 East 6th St,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - UNKNOWN
8/14/2018,6:43,732 West 8th St,PLAINFIELD,FORCIBLE ENTRY - NONRESIDENCE - NIGHT
8/14/2018,9:51,522 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/14/2018,12:34,New St && West 4th St,PLAINFIELD,DISORDERLY CONDUCT
8/14/2018,13:47,1338 East 7th St,PLAINFIELD,LARCENY UNDER $50 - AUTO PARTS & ACCESS
8/14/2018,14:29,Clinton Av && South 2nd St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
8/14/2018,16:18,107 Park Av,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
8/14/2018,17:48,102 East Front St,PLAINFIELD,SIMPLE ASSAULT
8/14/2018,19:23,100 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/14/2018,23:25,200 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/15/2018,10:11,Myrtle Av && Rock Av,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
8/15/2018,10:27,1234 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/15/2018,10:53,331 Liberty St,PLAINFIELD,SIMPLE ASSAULT
8/15/2018,11:20,720 Irving Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/15/2018,12:29,835 East Front St,PLAINFIELD,CRIMINAL MISCHIEF
8/15/2018,12:43,825 1st Pl,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
8/15/2018,16:57,601 West 7th St,PLAINFIELD,LARCENY UNDER $50 - FROM BUILDINGS
8/15/2018,17:23,1227 East Front St,PLAINFIELD,SIMPLE ASSAULT
8/15/2018,19:07,212 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/16/2018,8:04,1859 Myrtle Av,PLAINFIELD,SIMPLE ASSAULT
8/16/2018,8:20,930 Central Av,PLAINFIELD,LARCENY UNDER $50 - FROM AUTOS
8/16/2018,11:10,222 Stelle Av,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
8/16/2018,12:42,120 Randolph Rd,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/16/2018,13:13,755 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/16/2018,13:53,700 Richmond St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/16/2018,14:06,178 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/16/2018,14:08,1015 Myrtle Av,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
8/16/2018,14:23,228 Netherwood Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/16/2018,14:42,755 West Front St,PLAINFIELD,FRAUD
8/16/2018,14:50,405 Watchung Av,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
8/16/2018,16:28,34 Somerset St,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
8/16/2018,18:22,755 West Front St,PLAINFIELD,FORGERY AND COUNTERFEITING
8/16/2018,18:23,755 West Front St,PLAINFIELD,FORGERY AND COUNTERFEITING
8/16/2018,18:24,755 West Front St,PLAINFIELD,FORGERY AND COUNTERFEITING
8/16/2018,18:24,755 West Front St,PLAINFIELD,FORGERY AND COUNTERFEITING
8/16/2018,23:53,Park Av && West 5th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/17/2018,1:50,108 Waynewood Prk,PLAINFIELD,POSSESSION OF MARIJUANA
8/17/2018,9:57,419 West 4th St,PLAINFIELD,LARCENY UNDER $50 - FROM AUTOS
8/17/2018,10:37,1211 Kenyon Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/17/2018,11:37,1121 Field Av,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
8/17/2018,11:40,651 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/17/2018,11:44,430 Tate Ct,PLAINFIELD,LARCENY UNDER $50 - FROM AUTOS
8/17/2018,14:56,20 Westervelt Av,PLAINFIELD,FRAUD
8/17/2018,15:18,Stanley Pl && West 5th St,PLAINFIELD,SIMPLE ASSAULT
8/17/2018,17:31,312 Liberty St,PLAINFIELD,LARCENY UNDER $50 - FROM AUTOS
8/17/2018,19:29,720 Wallace Pl,PLAINFIELD,SIMPLE ASSAULT
8/17/2018,19:47,408 Watchung Av,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
8/17/2018,22:12,805 3rd Pl,PLAINFIELD,SIMPLE ASSAULT
8/18/2018,0:24,949 South Av,PLAINFIELD,UNLAWFUL ENTRY - NONRESIDENCE - NIGHT
8/18/2018,2:23,East 3rd St && Richmond St,PLAINFIELD,AGGRAVATED ASSAULT
8/18/2018,12:19,100 East 2nd St,PLAINFIELD,POSSESSION OF MARIJUANA
8/18/2018,13:57,101 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/18/2018,14:39,1436 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/18/2018,14:47,200 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/18/2018,17:30,319 Prescott Pl,PLAINFIELD,STOLEN AUTOMOBILE
8/18/2018,17:58,232 Grant Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/18/2018,21:33,100 New St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/18/2018,22:07,511 New St,PLAINFIELD,ROBBERY - STRONG ARM - HIGHWAY
8/18/2018,23:05,132 North Av,PLAINFIELD,ROBBERY - STRONG ARM - HIGHWAY
8/18/2018,23:54,712 East 6th St,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM AUTOS
8/19/2018,0:17,464 West 4th St,PLAINFIELD,ROBBERY - STRONG ARM - RESIDENCE
8/19/2018,0:33,322 East Front St,PLAINFIELD,SIMPLE ASSAULT
8/19/2018,1:09,300 Central Av,PLAINFIELD,LRCNY BTWN $50 & $200 - OTHER
8/19/2018,2:37,10 Watchung Av,PLAINFIELD,SIMPLE ASSAULT
8/19/2018,3:04,234 West Front St,PLAINFIELD,ASSAULT - KNIFE OR CUTTING INSTRUMENT
8/19/2018,8:50,East 7th St && Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/19/2018,13:27,611 Clinton Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/19/2018,19:29,111 East Front St,PLAINFIELD,DISORDERLY CONDUCT
8/19/2018,20:46,Grant Av && West Front St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
8/20/2018,0:12,108 Waynewood Prk,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/20/2018,10:14,120 Oxford Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/20/2018,15:44,321 West 8th St,PLAINFIELD,POSSESSION OF MARIJUANA
8/20/2018,16:45,1134 Park Pl,PLAINFIELD,MISSING ADULT
8/20/2018,17:28,East 3rd St && Pineview Ter,PLAINFIELD,SIMPLE ASSAULT
8/20/2018,17:50,942 Fernwood Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/20/2018,17:50,516 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/20/2018,21:12,116 Watchung Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/20/2018,21:47,Central Av && West 2nd St,PLAINFIELD,POSSESSION OF MARIJUANA
8/21/2018,2:11,708 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/21/2018,7:33,732 Terrill Rd,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
8/21/2018,7:35,721 Arlington Av,PLAINFIELD,CRIMINAL MISCHIEF
8/21/2018,8:54,1038 Arlington Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/21/2018,10:28,1108 Putnam Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/21/2018,10:53,137 Pemberton Av,PLAINFIELD,LARCENY UNDER $50 - FROM BUILDINGS
8/21/2018,11:39,310 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/21/2018,11:59,349 Halsey St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/21/2018,12:53,300 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/21/2018,13:43,921 West 3rd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/21/2018,14:51,1010 Ironbound Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/21/2018,16:25,1010 Ironbound Av,PLAINFIELD,POSSESSION OF MARIJUANA
8/21/2018,16:39,583 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/21/2018,17:08,1361 George St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/21/2018,19:48,600 Park Av,PLAINFIELD,LARCENY UNDER $50 - SHOPLIFTING
8/21/2018,20:38,600 Park Av,PLAINFIELD,LARCENY UNDER $50 - SHOPLIFTING
8/21/2018,22:33,1357 East 7th St,PLAINFIELD,SIMPLE ASSAULT
8/22/2018,9:19,914 West 4th St,PLAINFIELD,WEAPONS CARRY POSSESSION USE FIREARM
8/22/2018,10:52,914 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/22/2018,10:52,914 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/22/2018,11:17,515 Watchung Av,PLAINFIELD,FRAUD
8/22/2018,11:40,543 West Front St,PLAINFIELD,SIMPLE ASSAULT
8/22/2018,12:04,939 Park Av,PLAINFIELD,LARCENY UNDER $50 - FROM BUILDINGS
8/22/2018,13:49,336 Watson Av,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
8/22/2018,14:54,823 West 3rd St,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - DAY
8/22/2018,15:41,732 West 3rd St,PLAINFIELD,OTHER STOLEN MOTOR VEHICLE
8/22/2018,19:01,Sycamore Av && West Front St,PLAINFIELD,CRIMINAL MISCHIEF
8/22/2018,19:17,949 West 3rd St,PLAINFIELD,SIMPLE ASSAULT
8/22/2018,19:41,414 Liberty St,PLAINFIELD,SIMPLE ASSAULT
8/22/2018,19:46,311 West Front St,PLAINFIELD,SIMPLE ASSAULT
8/22/2018,23:07,1020 Prospect Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
8/23/2018,1:45,1003 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/23/2018,3:35,Plainfield Av && West 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/23/2018,9:18,240 East 3rd St,PLAINFIELD,SIMPLE ASSAULT
8/23/2018,9:53,1066 Central Av,PLAINFIELD,CRIMINAL MISCHIEF
8/23/2018,12:44,305 Madison Av,PLAINFIELD,CRIMINAL MISCHIEF
8/23/2018,13:47,754 St Marys Av,PLAINFIELD,CRIMINAL MISCHIEF
8/23/2018,14:56,57 Laramie Rd,PLAINFIELD,SIMPLE ASSAULT
8/23/2018,15:12,111 Sumner Av,PLAINFIELD,FRAUD
8/23/2018,16:00,1236 West 7th St,PLAINFIELD,SALE/MANUFACTURE OF OPIUM/COCAINE/DERIV
8/23/2018,17:25,320 Stebbins Pl,PLAINFIELD,FORCIBLE ENTRY - RESIDENCE - DAYTIME
8/23/2018,18:10,1228 Cameron Av,PLAINFIELD,STOLEN AUTOMOBILE
8/23/2018,19:42,105 East Front St,PLAINFIELD,FRAUD
8/24/2018,4:35,847 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/24/2018,8:25,912 Central Av,PLAINFIELD,FORCIBLE ENTRY - NONRESIDENCE - UNKNOWN
8/24/2018,13:24,524 West 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/24/2018,15:08,27 Netherwood Av,PLAINFIELD,FRAUD
8/24/2018,16:02,211 East Front St,PLAINFIELD,POSSESSION OF MARIJUANA
8/24/2018,18:33,Park Av && West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/24/2018,19:03,1350 Myrtle Av,PLAINFIELD,STOLEN AUTOMOBILE
8/24/2018,21:35,1356 East 3rd St,PLAINFIELD,SIMPLE ASSAULT
8/24/2018,23:03,130 West Front St,PLAINFIELD,POSSESSION OF OPIUM/COCAINE/HEROIN
8/24/2018,23:11,612 East 6th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/25/2018,0:27,750 Webster Pl,PLAINFIELD,CRIMINAL MISCHIEF
8/25/2018,2:37,730 Central St,PLAINFIELD,SIMPLE ASSAULT
8/25/2018,20:43,373 Evona Av,PLAINFIELD,UNLAWFUL ENTRY - RESIDENCE - NIGHT
8/25/2018,22:10,513 West 6th St,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
8/25/2018,22:21,224 Manson Pl,PLAINFIELD,SIMPLE ASSAULT
8/26/2018,0:30,900 East Front St,PLAINFIELD,CRIMINAL MISCHIEF
8/26/2018,0:47,230 East 5th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/26/2018,2:40,1119 West 6th St,PLAINFIELD,LARCENY UNDER $50 - FROM AUTOS
8/26/2018,4:03,1020 West 6th St,PLAINFIELD,LRCNY BTWN $50 & $200 - BICYCLES
8/26/2018,6:10,312 Orange Pl,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/26/2018,8:16,128 East 7th St,PLAINFIELD,POSSESSION OF MARIJUANA
8/26/2018,12:09,East Front St && Sumner Av,PLAINFIELD,LARCENY OVER $200 - FROM BUILDINGS
8/26/2018,14:48,New St && Orchard Pl,PLAINFIELD,WEAPONS CARRY POSSESSION USE FIREARM
8/26/2018,17:41,680 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/26/2018,20:07,1446 Maplewood Ter,PLAINFIELD,SIMPLE ASSAULT
8/26/2018,21:16,335 East 5th St,PLAINFIELD,CRIMINAL MISCHIEF
8/27/2018,1:50,East 7th St && Richmond St,PLAINFIELD,SIMPLE ASSAULT
8/27/2018,5:50,14 Emma St,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM AUTOS
8/27/2018,5:54,17 Dekalb Av,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM AUTOS
8/27/2018,6:36,128 East 7th St,PLAINFIELD,SIMPLE ASSAULT
8/27/2018,8:12,745 Watchung Av,PLAINFIELD,SIMPLE ASSAULT
8/27/2018,8:20,735 Park Av,PLAINFIELD,CRIMINAL MISCHIEF
8/27/2018,9:18,1201 East Front St,PLAINFIELD,FRAUD
8/27/2018,10:20,107 Park Av,PLAINFIELD,FORCIBLE ENTRY - NONRESIDENCE - DAY
8/27/2018,12:31,800 West Front St,PLAINFIELD,SIMPLE ASSAULT
8/27/2018,13:29,1359 Milton Pl,PLAINFIELD,MISSING MINOR
8/27/2018,14:11,229 Liberty St,PLAINFIELD,SIMPLE ASSAULT
8/27/2018,14:12,614 Monroe Av,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
8/27/2018,15:40,1100 Park Av,PLAINFIELD,FRAUD
8/27/2018,17:06,354 Emerson Av,PLAINFIELD,SIMPLE ASSAULT
8/27/2018,17:56,919 Madison Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
8/27/2018,18:22,602 Central Av,PLAINFIELD,MISSING ADULT
8/27/2018,18:29,702 South Av,PLAINFIELD,CRIMINAL MISCHIEF
8/27/2018,20:39,Arlington Av && West 7th St,PLAINFIELD,SIMPLE ASSAULT
8/27/2018,21:02,1201 East Front St,PLAINFIELD,FRAUD
8/28/2018,1:08,1030 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/28/2018,4:03,600 South 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/28/2018,6:54,500 Church Pl,PLAINFIELD,FORCIBLE ENTRY - ATT - NONRESDNCE - NITE
8/28/2018,7:31,427 West 6th St,PLAINFIELD,OTHER STOLEN MOTOR VEHICLE
8/28/2018,10:50,214 Leland Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
8/28/2018,10:50,415 East 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/1/2018,10:51,1808 1st St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/1/2018,16:01,1241 South Av,PLAINFIELD,LRCNY BTWN $50 & $200 - BICYCLES
9/1/2018,17:04,148 East Front St,PLAINFIELD,LRCNY BTWN $50 & $200 - SHOPLIFTING
9/1/2018,17:40,703 East 7th St,PLAINFIELD,CRIMINAL MISCHIEF
9/1/2018,23:12,1814 1st St,PLAINFIELD,CRIMINAL MISCHIEF
9/1/2018,23:15,248 Orange Pl,PLAINFIELD,SIMPLE ASSAULT
9/2/2018,4:11,852 Adam Cir,PLAINFIELD,LARCENY OVER $200 - FROM AUTO/NOT PARTS
9/2/2018,7:26,600 Berckman St,PLAINFIELD,SIMPLE ASSAULT
9/2/2018,9:49,217 Clinton Av,PLAINFIELD,CRIMINAL MISCHIEF
9/2/2018,15:12,759 East 3rd St,PLAINFIELD,POSSESSION OF SYNTHETIC NARCOTIC
9/2/2018,18:48,515 Central Av,PLAINFIELD,MISSING MINOR
9/2/2018,20:35,740 East 6th St,PLAINFIELD,STOLEN AUTOMOBILE
9/2/2018,21:13,300 New St,PLAINFIELD,SALE/MANUFACTURE OF OPIUM/COCAINE/DERIV
9/2/2018,21:17,428 East 6th St,PLAINFIELD,SIMPLE ASSAULT
9/2/2018,22:39,10 Somerset St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/3/2018,0:02,208 West Front St,PLAINFIELD,ROBBERY - STRONG ARM - HIGHWAY
9/3/2018,0:14,1012 West 6th St,PLAINFIELD,DRIVING WHILE INTOXICATED /ALCOHOL/DRUGS
9/3/2018,0:57,300 West Front St,PLAINFIELD,LRCNY BTWN $50 & $200 - FROM BUILDINGS
9/3/2018,1:26,108 Church St,PLAINFIELD,DISORDERLY CONDUCT
9/3/2018,1:59,1356 East 3rd St,PLAINFIELD,AGGRAVATED ASSAULT
9/3/2018,2:05,108 Church St,PLAINFIELD,CRIMINAL MISCHIEF
9/3/2018,9:37,846 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/3/2018,10:38,234 West Front St,PLAINFIELD,CRIMINAL MISCHIEF
9/3/2018,19:51,158 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/3/2018,20:03,851 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/3/2018,21:25,22 Watchung Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/4/2018,8:37,123 West 7th St,PLAINFIELD,FRAUD
9/4/2018,9:01,522 Park Av,PLAINFIELD,FORCIBLE ENTRY - NONRESIDENCE - NIGHT
9/4/2018,9:39,118 East 4th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/4/2018,9:41,1018 West Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/4/2018,12:06,600 Park Av,PLAINFIELD,LARCENY UNDER $50 - SHOPLIFTING
9/4/2018,14:09,515 Watchung Av,PLAINFIELD,LARCENY UNDER $50 - AUTO PARTS & ACCESS
9/4/2018,14:19,538 West 4th St,PLAINFIELD,CRIMINAL MISCHIEF
9/4/2018,14:43,802 Park Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/4/2018,17:19,861 Leland Av,PLAINFIELD,SIMPLE ASSAULT
9/4/2018,18:21,500 West 7th St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/4/2018,18:55,East 3rd St && Richmond St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/4/2018,19:43,200 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/4/2018,20:18,408 East 5th St,PLAINFIELD,CRIMINAL MISCHIEF
9/4/2018,20:33,611 Clinton Av,PLAINFIELD,SIMPLE ASSAULT
9/5/2018,8:09,300 East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/5/2018,9:03,Leland Av && South Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/5/2018,9:51,861 Leland Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/5/2018,9:53,1345 Watchung Av,PLAINFIELD,LARCENY UNDER $50 - FROM AUTOS
9/5/2018,14:40,101 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/5/2018,15:16,720 Richmond St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/5/2018,15:24,124 East Front St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/5/2018,16:43,600 Park Av,PLAINFIELD,LARCENY UNDER $50 - SHOPLIFTING
9/5/2018,17:35,Berckman St && East 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/5/2018,17:45,701 Park Av,PLAINFIELD,LRCNY BTWN $50 & $200 - SHOPLIFTING
9/5/2018,20:42,222 Marsh Pl,PLAINFIELD,MISSING MINOR
9/5/2018,22:39,1003 Park Av,PLAINFIELD,LARCENY UNDER $50 - OTHER
9/6/2018,0:44,234 Terrill Rd,PLAINFIELD,STOLEN AUTOMOBILE
9/6/2018,0:49,1165 West 7th St,PLAINFIELD,DISORDERLY CONDUCT
9/6/2018,1:09,Madison Av && West 2nd St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/6/2018,7:54,248 Orange Pl,PLAINFIELD,FRAUD
9/6/2018,9:23,222 Court Pl,PLAINFIELD,LARCENY UNDER $50 - AUTO PARTS & ACCESS
9/6/2018,9:31,100 Plainfield Av,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/6/2018,9:48,1820 Bradford St,PLAINFIELD,OFFENSES NOT COVERED BY OTHER CLASSES
9/6/2018,10:03,100 Plainfield Av,PLAINFIELD,POSSESSION OF MARIJUANA
